imagenet_img_id,label
n02106550_12160,Dog
n02106550_12168,Dog
n02106550_1217,Dog
n02106550_12241,Dog
n02106550_12275,Dog
n02106550_1231,Dog
n02106550_12336,Dog
n02106550_12385,Dog
n02106550_12407,Dog
n02106550_12409,Dog
n02106550_12409,Sofa
n02106550_1241,Dog
n02106550_12424,Dog
n02106550_12438,Dog
n02106550_1246,Dog
n02106550_12481,Dog
n02106550_12591,Dog
n02106550_12591,Person
n02106550_12594,Dog
n02106550_12594,"Dining table"
n02106550_1260,Dog
n02106550_12608,Dog
n02106550_12642,Dog
n02106550_12666,Dog
n02106550_12666,Person
n02106550_12684,Dog
n02106550_12704,Dog
n02106550_12719,Dog
n02106550_12760,Dog
n02106550_12760,Chair
n02106550_1277,Person
n02106550_1280,Dog
n02106550_12828,Dog
n02106550_1283,Dog
n02106550_12868,Dog
n02106550_12868,Sofa
n02106550_12872,Dog
n02106550_12873,Dog
n02106550_12912,Dog
n02106550_1292,Dog
n02106550_12948,Dog
n02106550_13034,Dog
n02106550_13046,Dog
n02106550_13068,Dog
n02106550_13085,Dog
n02106550_13091,Dog
n02106550_13095,Dog
n02106550_13143,Person
n02106550_13143,Dog
n02106550_13143,Bottle
n02106550_1315,Dog
n02106550_13179,Dog
n02106550_1318,Dog
n02106550_13207,Dog
n02106550_1321,Dog
n02106550_13213,Dog
n02106550_13226,Dog
n02106550_1323,Dog
n02106550_13243,Dog
n02106550_13243,Person
n02106550_13267,Dog
n02106550_13267,Car
n02106550_1329,Dog
n02106550_13300,Dog
n02106550_1332,Person
n02106550_1366,Dog
n02106550_1368,Dog
n02106550_1385,Dog
n02106550_1388,Car
n02106550_1388,Dog
n02106550_1388,Person
n02106550_1389,Dog
n02106550_1390,Dog
n02106550_1407,Dog
n02106550_1411,Dog
n02106550_1411,Car
n02106550_1428,Dog
n02106550_1432,Dog
n02106550_1439,Dog
n02106550_1442,Dog
n02106550_145,Dog
n02106550_1451,Dog
n02106550_1474,Dog
n02106550_148,Dog
n02106550_1482,Dog
n02106550_1483,Dog
n02106550_1498,Dog
n02106550_1503,Dog
n02106550_1504,Dog
n02106550_1504,Person
n02106550_1519,Dog
n02106550_1535,Dog
n02106550_1535,Person
n02106550_1545,Dog
n02106550_1545,Person
n02106550_1556,Dog
n02106550_1561,Dog
n02106550_1562,Dog
n02106550_1567,Dog
n02106550_158,Dog
n02106550_1587,Dog
n02106550_1591,Dog
n02106550_161,Dog
n02106550_161,Cat
n02106550_163,Dog
n02106550_1685,Person
n02106550_169,Dog
n02106550_1694,Dog
n02106550_1712,Dog
n02106550_1721,Dog
n02106550_1733,Dog
n02106550_1742,Dog
n02106550_1752,Dog
n02106550_1773,Dog
n02106550_1794,Dog
n02106550_1820,Dog
n02106550_1836,Dog
n02106550_1840,Dog
n02106550_185,Dog
n02106550_1859,Dog
n02106550_1876,Dog
n02106550_1889,Dog
n02106550_1908,Dog
n02106550_192,Dog
n02106550_193,Dog
n02106550_1936,Dog
n02106550_1937,Dog
n02106550_1951,Dog
n02106550_1953,Person
n02106550_1953,Dog
n02106550_1968,Dog
n02106550_1974,Dog
n02106550_1974,Person
n02106550_1983,Dog
n02106550_1984,Dog
n02106550_2004,Dog
n02106550_2006,Dog
n02106550_2052,Dog
n02106550_2065,Dog
n02106550_2067,Dog
n02106550_2072,Dog
n02106550_2074,Dog
n02106550_2079,Dog
n02106550_2079,Person
n02106550_208,Dog
n02106550_2082,Dog
n02106550_2117,Dog
n02106550_2124,Dog
n02106550_2137,Dog
n02106550_2167,Dog
n02106550_2197,Dog
n02106550_225,Car
n02106550_225,Dog
n02106550_2301,Dog
n02106550_2323,Dog
n02106550_2376,Dog
n02106550_2390,Dog
n02106550_2403,Dog
n02106550_2429,Person
n02106550_2429,Dog
n02106550_2434,Dog
n02106550_2437,Person
n02106550_2590,Dog
n02106550_2657,Dog
n02106550_2686,Dog
n02106550_2721,Dog
n02106550_2725,Dog
n02106550_273,Dog
n02106550_277,Dog
n02106550_2776,Dog
n02106550_2776,Sofa
n02106550_2803,Dog
n02106550_2803,Person
n02106550_2803,Sofa
n02106550_2832,Dog
n02106550_2862,Dog
n02106550_287,Dog
n02106550_2884,Person
n02106550_2884,Dog
n02106550_2886,Horse
n02106550_299,Dog
n02106550_2990,Dog
n02106550_2992,Dog
n02106550_3040,Dog
n02106550_3102,Dog
n02106550_3126,Dog
n02106550_3141,Dog
n02106550_316,Dog
n02106550_3192,Dog
n02106550_3196,Dog
n02106550_3200,Horse
n02106550_3200,Dog
n02106550_3212,Dog
n02106550_3226,Dog
n02106550_3226,Car
n02106550_3237,Dog
n02106550_3237,Person
n02106550_324,Dog
n02106550_3262,Dog
n02106550_3262,Car
n02106550_328,Dog
n02106550_3313,Dog
n02106550_3397,Dog
n02106550_344,Dog
n02106550_35,Dog
n02106550_3524,Dog
n02106550_3528,TV/Monitor
n02106550_3528,Dog
n02106550_3610,Dog
n02106550_3614,Dog
n02106550_364,Dog
n02106550_3677,Dog
n02106550_369,Dog
n02106550_3765,Dog
n02106550_380,Dog
n02106550_3802,Dog
n02106550_384,Dog
n02106550_384,Person
n02106550_3886,Dog
n02106550_3930,Dog
n02106550_3931,Dog
n02106550_3969,Person
n02106550_3969,Dog
n02106550_3991,Dog
n02106550_3992,Dog
n02106550_3993,Dog
n02106550_4020,Person
n02106550_4038,Dog
n02106550_4063,Person
n02106550_4063,Dog
n02106550_407,Dog
n02106550_4072,Dog
n02106550_4079,Dog
n02106550_4123,Dog
n02106550_4129,Dog
n02106550_4138,Dog
n02106550_4150,Dog
n02106550_4191,Dog
n02106550_42,Dog
n02106550_4217,Dog
n02106550_422,Dog
n02106550_4239,Dog
n02106550_424,Dog
n02106550_4254,Dog
n02106550_428,Dog
n02106550_4337,Dog
n02106550_4339,Dog
n02106550_4339,Chair
n02106550_4347,Dog
n02106550_438,Dog
n02106550_4381,Dog
n02106550_4394,Dog
n02106550_4397,Dog
n02106550_4439,Dog
n02106550_444,Car
n02106550_444,Person
n02106550_444,Dog
n02106550_444,Bicycle
n02106550_4502,Person
n02106550_4563,Dog
n02106550_4575,Dog
n02106550_465,Dog
n02106550_467,Dog
n02106550_470,Dog
n02106550_4705,Dog
n02106550_4713,Dog
n02106550_4747,Dog
n02106550_4785,Dog
n02106550_4796,Dog
n02106550_484,Dog
n02106550_4849,Dog
n02106550_486,Dog
n02106550_486,Person
n02106550_4888,Dog
n02106550_491,Dog
n02106550_4910,Dog
n02106550_4920,Dog
n02106550_493,Dog
n02106550_4955,Dog
n02106550_4962,Dog
n02106550_4987,Dog
n02106550_4988,Dog
n02106550_4988,Chair
n02106550_5023,Dog
n02106550_5023,Bottle
n02106550_5028,Dog
n02106550_505,Dog
n02106550_505,Person
n02106550_5070,Dog
n02106550_5133,Dog
n02106550_5184,Dog
n02106550_5222,Dog
n02106550_523,Dog
n02106550_523,Person
n02106550_5252,Dog
n02106550_5252,"Potted plant"
n02106550_5264,Dog
n02106550_5271,Dog
n02106550_528,Car
n02106550_528,Dog
n02106550_5311,Dog
n02106550_5320,Dog
n02106550_5336,Dog
n02106550_5336,Sofa
n02106550_534,Dog
n02106550_5385,Dog
n02106550_5409,Dog
n02106550_5409,Chair
n02106550_541,Dog
n02106550_5411,Dog
n02106550_5439,Dog
n02106550_548,Dog
n02106550_5618,Dog
n02106550_5618,Person
n02106550_5631,Dog
n02106550_5684,Dog
n02106550_5710,Dog
n02106550_5710,Chair
n02106550_572,Dog
n02106550_5742,Dog
n02106550_5752,Dog
n02106550_5754,Dog
n02106550_5768,Dog
n02106550_5776,Dog
n02106550_5797,Person
n02106550_5797,Dog
n02106550_5797,Car
n02106550_5845,Dog
n02106550_5865,Sheep
n02106550_5865,Dog
n02106550_5874,Dog
n02106550_5874,Car
n02106550_5908,Dog
n02106550_5928,Dog
n02106550_595,Dog
n02106550_5971,Dog
n02106550_5971,Chair
n02106550_5993,Dog
n02106550_5993,Car
n02106550_5993,Person
n02106550_600,Dog
n02106550_605,Dog
n02106550_6064,Dog
n02106550_6064,Chair
n02106550_6074,Dog
n02106550_609,Dog
n02106550_6090,Person
n02106550_6090,Sofa
n02106550_612,Dog
n02106550_6130,Dog
n02106550_614,Dog
n02106550_6149,Dog
n02106550_6160,Dog
n02106550_6192,Dog
n02106550_6202,Dog
n02106550_623,Person
n02106550_6232,Dog
n02106550_6272,Dog
n02106550_6286,Dog
n02106550_629,Dog
n02106550_629,Person
n02106550_630,Dog
n02106550_6310,Dog
n02106550_6357,Person
n02106550_6402,Dog
n02106550_6406,Dog
n02106550_6424,Dog
n02106550_644,Dog
n02106550_6599,Dog
n02106550_660,Dog
n02106550_6604,Dog
n02106550_669,Person
n02106550_669,Bird
n02106550_6699,Dog
n02106550_670,Dog
n02106550_6718,Dog
n02106550_6777,Dog
n02106550_6814,Dog
n02106550_6850,Person
n02106550_6850,Dog
n02106550_6900,Dog
n02106550_6910,Dog
n02106550_6926,Dog
n02106550_6926,Sofa
n02106550_6932,Dog
n02106550_6934,Person
n02106550_6934,Dog
n02106550_6952,Dog
n02106550_6965,Dog
n02106550_6978,Dog
n02106550_7003,Dog
n02106550_7011,Dog
n02106550_703,Dog
n02106550_7065,Dog
n02106550_7065,Sofa
n02106550_7094,Dog
n02106550_7100,Dog
n02106550_711,Dog
n02106550_713,Dog
n02106550_7254,Dog
n02106550_729,Dog
n02106550_7335,Dog
n02106550_734,Dog
n02106550_7344,Dog
n02106550_738,Dog
n02106550_7393,Dog
n02106550_7419,Dog
n02106550_7430,Dog
n02106550_746,Dog
n02106550_7473,Dog
n02106550_7473,Person
n02106550_751,Dog
n02106550_7563,Dog
n02106550_7608,Dog
n02106550_7608,Person
n02106550_7616,Dog
n02106550_7637,Dog
n02106550_7656,Person
n02106550_7656,Dog
n02106550_7707,Dog
n02106550_7767,Dog
n02106550_7785,Dog
n02106550_781,Dog
n02106550_782,Dog
n02106550_783,Dog
n02106550_7877,Horse
n02106550_7877,Dog
n02106550_7882,Dog
n02106550_7907,Dog
n02106550_7912,Dog
n02106550_796,Dog
n02106550_802,Dog
n02106550_8024,Dog
n02106550_8024,Chair
n02106550_8033,Dog
n02106550_8064,Dog
n02106550_8081,Dog
n02106550_8116,Dog
n02106550_8146,Dog
n02106550_8166,Dog
n02106550_8199,Dog
n02106550_8235,Sofa
n02106550_8235,"Potted plant"
n02106550_8235,Dog
n02106550_8238,Dog
n02106550_824,Dog
n02106550_836,Dog
n02106550_8383,Dog
n02106550_8410,Dog
n02106550_8410,Chair
n02106550_842,Dog
n02106550_8437,Dog
n02106550_8517,Dog
n02106550_8517,Car
n02106550_852,Dog
n02106550_853,Dog
n02106550_8556,Dog
n02106550_8556,Person
n02106550_8564,Dog
n02106550_8564,Chair
n02106550_8575,Dog
n02106550_8595,Dog
n02106550_860,Dog
n02106550_8611,Dog
n02106550_8621,Dog
n02106550_8642,Dog
n02106550_865,Person
n02106550_8652,Dog
n02106550_8652,Person
n02106550_8652,Sofa
n02106550_8725,Dog
n02106550_8776,Dog
n02106550_8784,Dog
n02106550_88,Dog
n02106550_880,Car
n02106550_880,Dog
n02106550_8876,Person
n02106550_8887,Dog
n02106550_893,Dog
n02106550_8941,Dog
n02106550_895,Dog
n02106550_899,Dog
n02106550_8994,Dog
n02106550_8994,Chair
n02106550_8995,Dog
n02106550_9027,Dog
n02106550_9034,Dog
n02106550_9037,Dog
n02106550_9077,Dog
n02106550_908,Dog
n02106550_9084,Dog
n02106550_9173,Dog
n02106550_9187,Dog
n02106550_9190,Dog
n02106550_920,Dog
n02106550_9201,Dog
n02106550_9201,"Potted plant"
n02106550_9266,Dog
n02106550_9284,Bird
n02106550_9289,Dog
n02106550_9317,Dog
n02106550_9317,TV/Monitor
n02106550_9318,Dog
n02106550_9348,Dog
n02106550_9360,Dog
n02106550_9371,Dog
n02106550_9432,Dog
n02106550_950,Dog
n02106550_9508,Person
n02106550_9585,Dog
n02106550_9599,Dog
n02106550_9599,Person
n02106550_96,Dog
n02106550_960,Dog
n02106550_9603,Dog
n02106550_9639,Dog
n02106550_965,Dog
n02106550_9688,Dog
n02106550_9719,Dog
n02106550_9805,Sheep
n02106550_9805,Person
n02106550_982,Dog
n02106550_9836,Dog
n02106550_9996,Dog
n02091831_10215,Dog
n02091831_10224,Dog
n02091831_10290,Dog
n02091831_10290,Person
n02091831_1036,Dog
n02091831_1038,Dog
n02091831_10383,Dog
n02091831_10398,Dog
n02091831_10463,Dog
n02091831_10523,Dog
n02091831_10576,Dog
n02091831_10593,Dog
n02091831_10602,Dog
n02091831_10632,Dog
n02091831_10639,Dog
n02091831_10722,Dog
n02091831_10733,Dog
n02091831_10733,Person
n02091831_10756,Dog
n02091831_10803,Dog
n02091831_10822,Dog
n02091831_10823,Dog
n02091831_10957,Dog
n02091831_10962,Dog
n02091831_10978,Dog
n02091831_11010,Dog
n02091831_11021,Person
n02091831_11021,Dog
n02091831_11051,Dog
n02091831_1110,Dog
n02091831_11177,Dog
n02091831_1118,Person
n02091831_1118,Dog
n02091831_11207,Dog
n02091831_11224,Dog
n02091831_11228,Dog
n02091831_11307,Dog
n02091831_11421,Dog
n02091831_11498,Dog
n02091831_11498,Chair
n02091831_11553,Dog
n02091831_11614,Dog
n02091831_11618,Dog
n02091831_11618,Person
n02091831_1182,Dog
n02091831_11975,Dog
n02091831_1235,Dog
n02091831_12386,Dog
n02091831_12444,Horse
n02091831_12561,Dog
n02091831_12595,Dog
n02091831_1264,Dog
n02091831_1264,Person
n02091831_12653,Dog
n02091831_12881,Dog
n02091831_12881,Sofa
n02091831_12945,Car
n02091831_12945,Person
n02091831_12945,Dog
n02091831_13003,Dog
n02091831_1301,Dog
n02091831_13023,Dog
n02091831_13070,Dog
n02091831_13080,Dog
n02091831_13102,Dog
n02091831_13119,Dog
n02091831_13159,Dog
n02091831_13168,Dog
n02091831_13251,Dog
n02091831_13255,Dog
n02091831_13354,Dog
n02091831_13361,Dog
n02091831_13465,Dog
n02091831_13465,Person
n02091831_13484,Dog
n02091831_13486,Dog
n02091831_13507,Dog
n02091831_13536,Dog
n02091831_13555,Dog
n02091831_13566,Person
n02091831_13566,Dog
n02091831_13595,Dog
n02091831_136,Dog
n02091831_13640,Dog
n02091831_13648,Dog
n02091831_13741,Dog
n02091831_13754,Dog
n02091831_13767,Dog
n02091831_13774,Dog
n02091831_13796,Person
n02091831_13796,Dog
n02091831_13809,Dog
n02091831_13869,Dog
n02091831_1387,Dog
n02091831_13871,Dog
n02091831_13911,Dog
n02091831_13926,Dog
n02091831_13931,Dog
n02091831_13935,Person
n02091831_13935,Dog
n02091831_13986,Dog
n02091831_13988,Dog
n02091831_13988,Person
n02091831_1400,Dog
n02091831_14026,Horse
n02091831_14026,Person
n02091831_1403,Dog
n02091831_14101,Dog
n02091831_14117,Dog
n02091831_14159,Dog
n02091831_14182,Dog
n02091831_14276,Dog
n02091831_1439,Dog
n02091831_1444,Person
n02091831_1456,Dog
n02091831_1493,Person
n02091831_1493,Dog
n02091831_1495,Dog
n02091831_1507,Dog
n02091831_151,Cow
n02091831_1512,Dog
n02091831_1520,Dog
n02091831_155,Dog
n02091831_1563,Person
n02091831_1563,Dog
n02091831_1565,Dog
n02091831_1583,Dog
n02091831_1594,Dog
n02091831_1606,Dog
n02091831_1619,Dog
n02091831_1623,Dog
n02091831_1694,Dog
n02091831_1696,Dog
n02091831_1730,Dog
n02091831_1801,Dog
n02091831_1829,Dog
n02091831_1852,Dog
n02091831_1852,Person
n02091831_1882,Person
n02091831_1882,Dog
n02091831_1920,Dog
n02091831_1958,Dog
n02091831_2076,Dog
n02091831_2094,Dog
n02091831_2094,Person
n02091831_2108,Dog
n02091831_213,Dog
n02091831_2232,Dog
n02091831_2245,Dog
n02091831_2247,Dog
n02091831_2270,Dog
n02091831_2288,Dog
n02091831_2290,Dog
n02091831_2299,Dog
n02091831_2307,Dog
n02091831_2315,Dog
n02091831_2315,Person
n02091831_2320,Dog
n02091831_2327,Dog
n02091831_2338,Dog
n02091831_2344,Dog
n02091831_236,Dog
n02091831_2362,Dog
n02091831_2372,Dog
n02091831_2383,Dog
n02091831_2383,Person
n02091831_2444,Dog
n02091831_2488,Dog
n02091831_256,Dog
n02091831_2586,Dog
n02091831_2592,Dog
n02091831_2592,Person
n02091831_2606,Dog
n02091831_2638,Dog
n02091831_2638,Person
n02091831_2645,Dog
n02091831_2645,Person
n02091831_2690,Dog
n02091831_2694,Dog
n02091831_2702,Dog
n02091831_2740,Dog
n02091831_276,Dog
n02091831_2779,Dog
n02091831_2838,Dog
n02091831_2857,Dog
n02091831_2858,Dog
n02091831_2871,Dog
n02091831_2880,Dog
n02091831_2906,Dog
n02091831_2911,Person
n02091831_2911,Dog
n02091831_2940,Dog
n02091831_2940,Person
n02091831_2944,Dog
n02091831_2962,Person
n02091831_2967,Dog
n02091831_2995,Dog
n02091831_2998,Dog
n02091831_3038,Dog
n02091831_3038,Person
n02091831_304,Dog
n02091831_3042,Person
n02091831_3042,Dog
n02091831_3052,Dog
n02091831_3054,Dog
n02091831_3054,Person
n02091831_3061,Dog
n02091831_3064,Dog
n02091831_3067,Dog
n02091831_3067,"Potted plant"
n02091831_31,Dog
n02091831_31,Person
n02091831_3108,Dog
n02091831_3152,Person
n02091831_3152,Dog
n02091831_3180,Dog
n02091831_3189,Dog
n02091831_3221,Dog
n02091831_3222,Dog
n02091831_3237,Dog
n02091831_3238,Dog
n02091831_3238,Person
n02091831_3242,Person
n02091831_3242,Dog
n02091831_3247,Dog
n02091831_3247,Person
n02091831_3252,Dog
n02091831_3254,Dog
n02091831_326,Dog
n02091831_3300,Dog
n02091831_3302,Dog
n02091831_3304,Dog
n02091831_3304,Car
n02091831_3304,Person
n02091831_3310,Dog
n02091831_3334,Dog
n02091831_3334,Person
n02091831_3335,Dog
n02091831_3339,Dog
n02091831_3400,Dog
n02091831_3400,Person
n02091831_3430,Dog
n02091831_3430,Sofa
n02091831_3430,Chair
n02091831_3433,Dog
n02091831_3446,Dog
n02091831_3446,Person
n02091831_346,Dog
n02091831_347,Dog
n02091831_351,Person
n02091831_351,Dog
n02091831_3538,Dog
n02091831_355,Dog
n02091831_355,Person
n02091831_3594,Dog
n02091831_3616,Dog
n02091831_3643,Dog
n02091831_3646,Dog
n02091831_3665,Dog
n02091831_3665,Person
n02091831_3675,Dog
n02091831_3675,Person
n02091831_3685,Dog
n02091831_3687,Dog
n02091831_3687,Person
n02091831_3760,Dog
n02091831_3797,Dog
n02091831_3797,Person
n02091831_38,Dog
n02091831_3846,Dog
n02091831_3847,Dog
n02091831_3853,Dog
n02091831_3853,Person
n02091831_3875,Person
n02091831_3875,Dog
n02091831_389,Dog
n02091831_3899,Dog
n02091831_3899,Person
n02091831_3909,Person
n02091831_3909,Dog
n02091831_3962,Dog
n02091831_4030,Dog
n02091831_4057,Dog
n02091831_4087,Dog
n02091831_4091,Dog
n02091831_410,Dog
n02091831_4119,Dog
n02091831_4124,Dog
n02091831_4142,Dog
n02091831_4246,Dog
n02091831_4259,Dog
n02091831_4283,Dog
n02091831_4298,Dog
n02091831_4298,Person
n02091831_4344,Dog
n02091831_4368,Dog
n02091831_437,Dog
n02091831_4416,Dog
n02091831_4463,Dog
n02091831_4463,Person
n02091831_4466,Dog
n02091831_4487,Dog
n02091831_4508,Dog
n02091831_4593,Dog
n02091831_460,Horse
n02091831_460,Dog
n02091831_4626,Dog
n02091831_463,Dog
n02091831_4667,Dog
n02091831_4667,Person
n02091831_4679,Dog
n02091831_4716,Dog
n02091831_4755,Dog
n02091831_4804,Dog
n02091831_4846,Dog
n02091831_4849,Dog
n02091831_4852,Dog
n02091831_4953,Dog
n02091831_4962,Horse
n02091831_4962,Person
n02091831_4966,Dog
n02091831_4966,Sofa
n02091831_4966,Chair
n02091831_4972,Dog
n02091831_4980,Dog
n02091831_4997,Dog
n02091831_5020,Dog
n02091831_5020,Person
n02091831_5037,Dog
n02091831_5072,Dog
n02091831_509,Person
n02091831_509,Dog
n02091831_509,Chair
n02091831_511,Dog
n02091831_5118,Dog
n02091831_5123,Dog
n02091831_5152,Dog
n02091831_5216,Dog
n02091831_5216,Car
n02091831_5233,Dog
n02091831_5244,Dog
n02091831_528,Dog
n02091831_5326,Dog
n02091831_534,Dog
n02091831_5359,Dog
n02091831_5369,Dog
n02091831_537,Dog
n02091831_538,Dog
n02091831_5384,Dog
n02091831_540,Dog
n02091831_5424,Dog
n02091831_5436,Dog
n02091831_5482,Dog
n02091831_55,Dog
n02091831_557,Person
n02091831_557,Dog
n02091831_5596,Dog
n02091831_5654,Person
n02091831_5654,Dog
n02091831_566,Dog
n02091831_5692,Dog
n02091831_5712,Person
n02091831_5712,Dog
n02091831_573,Dog
n02091831_5745,Dog
n02091831_577,Dog
n02091831_5784,Dog
n02091831_5843,Dog
n02091831_5851,Dog
n02091831_5879,Dog
n02091831_5879,Person
n02091831_5938,Dog
n02091831_602,Dog
n02091831_608,Dog
n02091831_6090,Dog
n02091831_6114,Dog
n02091831_6114,Sofa
n02091831_6139,Dog
n02091831_6241,Person
n02091831_627,Dog
n02091831_6273,Dog
n02091831_6295,Dog
n02091831_6308,Dog
n02091831_6323,Dog
n02091831_6353,Dog
n02091831_6353,Person
n02091831_6406,Dog
n02091831_6422,Dog
n02091831_6422,Person
n02091831_6427,Dog
n02091831_6451,Dog
n02091831_6454,Dog
n02091831_648,Dog
n02091831_6487,Dog
n02091831_6582,Dog
n02091831_6689,Dog
n02091831_6757,Dog
n02091831_6784,Dog
n02091831_6800,Dog
n02091831_681,Dog
n02091831_682,Dog
n02091831_682,Person
n02091831_6825,Person
n02091831_6825,Dog
n02091831_6838,Dog
n02091831_687,Dog
n02091831_6882,Dog
n02091831_6890,Person
n02091831_6890,Dog
n02091831_6941,Dog
n02091831_699,Dog
n02091831_7030,Dog
n02091831_7044,Person
n02091831_7044,Dog
n02091831_7051,Dog
n02091831_7066,Dog
n02091831_710,Dog
n02091831_7114,Dog
n02091831_7169,Dog
n02091831_7237,Dog
n02091831_7244,Dog
n02091831_7244,Person
n02091831_725,Dog
n02091831_726,Dog
n02091831_7287,Dog
n02091831_7322,Dog
n02091831_7346,Dog
n02091831_735,Dog
n02091831_735,Person
n02091831_736,Dog
n02091831_7393,Dog
n02091831_7455,Dog
n02091831_748,Dog
n02091831_749,Dog
n02091831_7497,Dog
n02091831_7564,Dog
n02091831_7582,Dog
n02091831_7635,Dog
n02091831_764,Dog
n02091831_7649,Dog
n02091831_7665,Dog
n02091831_7668,Dog
n02091831_7681,Person
n02091831_7681,Dog
n02091831_7769,Dog
n02091831_780,Dog
n02091831_7846,Dog
n02091831_7957,Dog
n02091831_7977,Dog
n02091831_801,Dog
n02091831_801,Person
n02091831_8015,Dog
n02091831_8028,Dog
n02091831_8032,Horse
n02091831_8051,Dog
n02091831_8101,Dog
n02091831_8160,Dog
n02091831_8223,Dog
n02091831_8352,Dog
n02091831_8401,Dog
n02091831_8404,Dog
n02091831_843,Dog
n02091831_843,Person
n02091831_8454,Dog
n02091831_848,Dog
n02091831_852,Dog
n02091831_8539,Dog
n02091831_858,Dog
n02091831_861,Dog
n02091831_8633,Person
n02091831_8633,Dog
n02091831_8641,Dog
n02091831_869,Dog
n02091831_8702,Dog
n02091831_871,Dog
n02091831_8775,Dog
n02091831_878,Dog
n02091831_8801,Dog
n02091831_8843,Dog
n02091831_8847,Dog
n02091831_8893,Dog
n02091831_8896,Dog
n02091831_8952,Dog
n02091831_8988,Dog
n02091831_90,Dog
n02091831_9017,Dog
n02091831_9062,Dog
n02091831_907,Dog
n02091831_9089,Dog
n02091831_910,Dog
n02091831_9151,Dog
n02091831_9176,Dog
n02091831_9183,Dog
n02091831_9183,Sofa
n02091831_9190,Dog
n02091831_9209,Dog
n02091831_9256,Dog
n02091831_926,Dog
n02091831_9263,Dog
n02091831_9281,Dog
n02091831_9377,Dog
n02091831_9377,Car
n02091831_9377,Person
n02091831_9392,Dog
n02091831_942,Dog
n02091831_943,Dog
n02091831_9436,Horse
n02091831_9484,Dog
n02091831_9535,Person
n02091831_9535,Dog
n02091831_956,Dog
n02091831_9565,Dog
n02091831_961,Dog
n02091831_9649,Dog
n02091831_9650,Person
n02091831_968,Dog
n02091831_97,Dog
n02091831_9731,Dog
n02091831_9731,Person
n02091831_9803,Dog
n02091831_983,Dog
n02091831_9856,Dog
n02091831_9863,Dog
n02091831_99,Person
n02091831_99,Dog
n02091831_997,Dog
n02091831_997,Horse
n02104365_10071,Dog
n02104365_10071,Sofa
n02104365_10139,Dog
n02104365_10139,Cat
n02104365_102,Person
n02104365_102,Dog
n02104365_10247,Dog
n02104365_10252,Dog
n02104365_10287,Dog
n02104365_10287,Sofa
n02104365_10287,Cat
n02104365_10292,Dog
n02104365_10292,Boat
n02104365_10319,Dog
n02104365_10319,Person
n02104365_10370,Dog
n02104365_10393,Dog
n02104365_10399,Dog
n02104365_10448,Cat
n02104365_10514,Dog
n02104365_10514,Person
n02104365_10598,Dog
n02104365_1060,Dog
n02104365_1060,Sofa
n02104365_10606,Dog
n02104365_10634,Dog
n02104365_10676,Cat
n02104365_10777,Cat
n02104365_10794,Dog
n02104365_10810,Dog
n02104365_1104,Dog
n02104365_1151,Dog
n02104365_1151,Person
n02104365_1158,Dog
n02104365_1166,Cat
n02104365_1179,Dog
n02104365_1179,Person
n02104365_1258,Dog
n02104365_1282,Dog
n02104365_1292,Dog
n02104365_1292,Person
n02104365_1325,Dog
n02104365_1325,Chair
n02104365_1329,Dog
n02104365_1377,Person
n02104365_154,Dog
n02104365_1572,Boat
n02104365_1572,Person
n02104365_169,Dog
n02104365_1755,Sofa
n02104365_1755,Dog
n02104365_1759,Cat
n02104365_1822,Dog
n02104365_1837,Dog
n02104365_1841,Dog
n02104365_1841,Person
n02104365_1852,Dog
n02104365_1925,Dog
n02104365_2031,Dog
n02104365_2092,Dog
n02104365_2125,Cat
n02104365_2263,Horse
n02104365_2289,Dog
n02104365_2310,Dog
n02104365_234,Cat
n02104365_2369,Cat
n02104365_2424,Dog
n02104365_2427,Cat
n02104365_2427,Dog
n02104365_2435,Dog
n02104365_2441,Cat
n02104365_2441,Dog
n02104365_255,Cat
n02104365_2635,Dog
n02104365_2688,TV/Monitor
n02104365_2688,Cat
n02104365_2900,Dog
n02104365_2940,Dog
n02104365_2940,Cat
n02104365_2978,Cat
n02104365_2981,Dog
n02104365_2983,Cat
n02104365_2987,Person
n02104365_3004,Dog
n02104365_327,Cat
n02104365_3285,Dog
n02104365_330,Dog
n02104365_331,Dog
n02104365_3323,Dog
n02104365_3367,Dog
n02104365_3380,Dog
n02104365_3383,Dog
n02104365_3587,Dog
n02104365_3628,Cat
n02104365_3639,Dog
n02104365_365,Dog
n02104365_3687,Person
n02104365_3687,Dog
n02104365_3691,Dog
n02104365_3826,Dog
n02104365_3950,Dog
n02104365_3961,Dog
n02104365_3963,Dog
n02104365_402,Dog
n02104365_405,Dog
n02104365_4078,Dog
n02104365_4107,Dog
n02104365_4190,Cat
n02104365_4258,Dog
n02104365_427,Dog
n02104365_4330,Dog
n02104365_4634,Dog
n02104365_4634,Cat
n02104365_465,Dog
n02104365_4747,Dog
n02104365_4795,Chair
n02104365_4795,Cat
n02104365_481,Dog
n02104365_482,Cat
n02104365_4918,Cat
n02104365_4928,Dog
n02104365_5033,Dog
n02104365_5033,Cat
n02104365_518,Dog
n02104365_5265,Dog
n02104365_5411,Dog
n02104365_5453,Person
n02104365_5453,Dog
n02104365_5480,Dog
n02104365_5538,Cat
n02104365_5551,Dog
n02104365_5650,Cat
n02104365_5670,Cat
n02104365_5740,Dog
n02104365_5769,Person
n02104365_577,Cat
n02104365_5781,Dog
n02104365_5784,Dog
n02104365_5967,Dog
n02104365_5970,Cat
